"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0016020","GO:0016020","membrane",455,0.35802492745468,1.51699037955147,5.10435618252036e-06,5.61479180077239e-05,3.76110455554132e-05,611,"tags=18%, list=12%, signal=18%","sll1200/slr0262/slr1935/sll0062/slr0096/ssl1807/slr0386/slr2006/slr1394/slr0489/sll0556/slr1082/slr0962/ssl5113/slr1950/slr0784/slr2008/sll1845/slr1724/ssl5114/slr1512/slr1407/sll0846/sll0082/ssr3410/slr0241/ssl2971/ssr5009/slr0643/slr1756/slr0795/slr1182/ssl2384/sll1848/slr0016/sll0857/sll1353/sll0930/slr1178/slr1599/slr1253/sll0034/sll0814/slr1451/sll0536/slr0888/sll0462/slr2105/slr0360/slr0195/slr0345/sll0696/sll1457/slr1799/slr1079/sll0369/sll0240/slr1929/ssl3769/slr2077/sll0002/sll1352/ssl2069/sll1294/sll0354/slr0171/ssr5074/sll1080/slr0883/slr0593/slr1052/slr1860/slr1461/sll1522/slr0401/slr1257/sll1365/slr0589/slr1928/slr0019/slr0813/slr1552/slr1726"
"GO:0008360","GO:0008360","regulation of cell shape",18,-0.820679770038359,-1.94304152656735,7.98840590556836e-06,8.05497595478143e-05,5.39567767305933e-05,587,"tags=67%, list=11%, signal=59%","slr1267/slr1423/sll0154/sll2010/sll0657/sll0899/slr1746/slr1424/slr1656/slr0017/sll0210/slr0488"
"GO:0005524","GO:0005524","ATP binding",302,-0.452616957509057,-1.61672548111161,1.97827435282456e-05,0.000184131689762902,0.000123341801755054,1089,"tags=36%, list=21%, signal=30%","sll1001/slr1093/slr0152/slr0043/slr1703/slr0585/slr0787/slr1969/slr0110/slr0394/sll1772/sll1770/slr0520/slr0938/slr2076/slr0638/sll0053/slr0044/sll0684/slr1165/sll1932/sll0616/sll0058/sll7044/slr1113/slr0156/sll1612/sll0927/slr0067/slr1919/slr5023/sll8049/slr1942/sll1056/sll1453/sll0575/slr0480/slr0251/sll0005/slr0075/sll0179/sll0613/sll1452/sll0698/slr1787/slr0812/slr0958/sll0454/sll1878/sll0728/sll1276/slr1423/sll1443/slr1550/sll0759/slr0877/sll0569/slr1226/sll0900/sll1553/slr1055/slr1720/slr1030/slr0054/sll0711/sll1669/slr1604/sll2010/slr0519/slr1777/sll1425/slr0213/slr0379/sll1941/slr1159/sll1326/sll0336/slr1390/slr2075/sll0362/slr0228/sll1533/sll1498/sll0578/slr1898/sll1327/sll0469/sll1074/sll0144/slr0557/sll2005/sll1815/slr1123/sll1362/slr1330/sll1435/sll0370/slr0833/sll1360/sll0020/slr1329/slr0608/sll0078/sll0170/sll1525/slr1164/slr0357/sll1725"
"GO:0008137","GO:0008137","NADH dehydrogenase (ubiquinone) activity",15,-0.8258580350428,-1.86637643934449,2.96672318628383e-05,0.000256409646814531,0.000171757658153274,213,"tags=73%, list=4%, signal=70%","sll0026/slr0331/slr0844/sll0223/sll1733/sll0520/sll1732/slr1279/sll0521/slr1281/slr1280"
"GO:0005829","GO:0005829","cytosol",222,-0.463613280880553,-1.61734911974167,6.32801640842842e-05,0.000510459990279892,0.000341934921718588,833,"tags=32%, list=16%, signal=28%","sll1634/slr0081/slr1105/slr0597/sll0171/slr0903/sll0927/slr0070/sll1712/slr0665/sll1058/sll1894/sll0136/sll0635/slr0947/slr1334/sll1127/sll1747/sll0757/slr0194/sll1234/sll0179/slr0657/sll1816/slr1867/sll0220/slr0321/sll0555/sll1443/slr1550/sll0838/sll0065/slr0951/slr1420/sll0807/sll0753/sll1043/ssl2233/slr1348/sll1425/slr0213/slr0379/sll1945/sll0396/sll1363/slr1517/sll0936/slr1424/slr0118/slr0293/slr1783/sll0362/sll1933/slr0974/sll0578/sll0920/sll1074/slr0557/sll1536/sll1815/ssl2084/slr1123/sll1069/slr0833/slr1945/sll1098/slr1462/sll1931/sll1994/ssl3441/slr2042/sll1742"
"GO:0000287","GO:0000287","magnesium ion binding",65,-0.607460082570341,-1.84741210563139,8.09878435643838e-05,0.000612470566955652,0.000410267365424839,768,"tags=51%, list=15%, signal=44%","slr0009/slr0495/sll0603/sll1558/sll0927/slr1835/sll1894/sll0409/slr1942/sll1056/sll0635/slr1334/sll0757/slr0452/slr1834/slr1787/slr1867/sll0454/slr1550/slr1265/slr2088/sll1553/sll1043/sll1669/sll0899/sll1945/sll1823/sll1363/slr1517/sll0920/sll0506/sll0469/slr0526"
"GO:0071555","GO:0071555","cell wall organization",23,-0.740401300705487,-1.84888566812381,0.000141793487920392,0.00100923600225691,0.000676043255100322,1198,"tags=74%, list=23%, signal=57%","slr1472/slr1679/sll0648/slr0938/sll0016/slr1267/slr1423/sll2010/sll0657/sll0899/slr1746/sll1833/slr1424/slr1656/slr0017/sll0210/slr0488"
"GO:0009252","GO:0009252","peptidoglycan biosynthetic process",20,-0.738300765013435,-1.79508427342954,0.000313098742030122,0.00210471932142471,0.0014098598325333,587,"tags=55%, list=11%, signal=49%","slr1267/slr1423/sll2010/sll0657/sll0899/slr1746/slr1424/slr1656/slr0017/sll0210/slr0488"
"GO:0000105","GO:0000105","histidine biosynthetic process",13,-0.806408692117438,-1.7875076597978,0.000378291122891323,0.00240911715104474,0.00161376268491036,722,"tags=85%, list=14%, signal=73%","slr1848/slr0084/sll1959/sll0900/sll1893/slr1560/sll0753/sll1958/slr0608/slr0652/slr0500"
"GO:0005840","GO:0005840","ribosome",20,-0.724214594328012,-1.76083554355075,0.000629289735830145,0.00366081897408561,0.00245222323622959,652,"tags=65%, list=13%, signal=57%","slr1356/sll1821/smr0011/slr1678/sll1096/ssr1398/sll1800/sll1824/sml0006/sll1805/ssl3445/sll1807/sll1097"
"GO:0051539","GO:0051539","4 iron, 4 sulfur cluster binding",51,-0.593391943247469,-1.74010146832365,0.000635348747568577,0.00366081897408561,0.00245222323622959,785,"tags=43%, list=15%, signal=37%","sll0868/slr0898/slr0067/slr1835/slr0665/slr0348/sll1831/sll0757/ssl0563/sll1967/sll1454/slr1834/sll1470/slr0963/sll0037/sll0554/slr1598/slr1364/slr0118/sll0520/slr2136/slr1280"
"GO:0030170","GO:0030170","pyridoxal phosphate binding",26,-0.682704850512831,-1.74777002062475,0.0008150951035181,0.00448302306934955,0.00300298196032984,868,"tags=46%, list=17%, signal=39%","sll0017/sll0402/slr1666/sll0480/sll1713/slr1022/slr0917/slr0293/sll1958/sll1931/sll1172/sll0504"
"GO:0015979","GO:0015979","photosynthesis",82,-0.517219761621065,-1.60849524422215,0.00254461925677922,0.0133869100030559,0.00896730813601829,770,"tags=40%, list=15%, signal=35%","sll1029/slr1835/slr0342/slr0737/sll1376/sll1028/ssl2598/slr0011/slr1839/slr0823/slr1834/ssr0330/sml0004/smr0008/slr2051/slr1459/sll1317/sml0005/sll0554/smr0010/slr1055/slr1030/slr1777/slr0436/sll1316/sll1578/slr1986/sll1577/slr0525/slr2067/slr0611/slr0335/sll1184"
"GO:0016168","GO:0016168","chlorophyll binding",14,-0.744800035088371,-1.65279856426314,0.0033804548700689,0.0170431266365974,0.0114164484647064,956,"tags=57%, list=19%, signal=47%","slr1181/slr0927/slr1835/slr0906/sll0851/slr1834/sll0849/sll0247"
"GO:0006260","GO:0006260","DNA replication",15,-0.731624734974245,-1.6534163377448,0.00369770935855407,0.0178969132954017,0.0119883629729964,264,"tags=33%, list=5%, signal=32%","slr0925/sll1933/sll1360/slr0591/slr1164"
"GO:0007049","GO:0007049","cell cycle",12,-0.769781767917937,-1.67064308529416,0.00460681833489708,0.0214394237893287,0.0143613365095982,587,"tags=75%, list=11%, signal=67%","slr0115/slr1969/slr1267/slr1423/sll2010/sll0657/slr1424/slr1656/slr0017"
"GO:0030089","GO:0030089","phycobilisome",24,-0.654961897961463,-1.65326106030042,0.00519741427545968,0.0232921158270601,0.0156023742382221,786,"tags=46%, list=15%, signal=39%","sll1343/slr1878/slr1643/slr2051/slr1459/slr1098/sll1578/slr1986/sll1577/slr2067/slr0335"
"GO:0016829","GO:0016829","lyase activity",11,-0.777147444367607,-1.64402400365226,0.00549455631375648,0.0237443326415905,0.015905294592453,848,"tags=73%, list=17%, signal=61%","sll0853/slr1878/slr1411/slr0084/slr2049/slr0292/sll1893/slr0335"
"GO:0006541","GO:0006541","glutamine metabolic process",15,-0.717165633502414,-1.62073986651604,0.0061445453423321,0.0254038414019482,0.0170169272548936,722,"tags=53%, list=14%, signal=46%","slr0520/slr0084/sll0757/sll0220/sll1443/slr0213/sll1498/sll0370"
"GO:0008270","GO:0008270","zinc ion binding",58,-0.536349261966667,-1.60651384462792,0.0062984730748632,0.0254038414019482,0.0170169272548936,1182,"tags=48%, list=23%, signal=38%","slr0053/sll1432/slr1679/sll1631/sll1868/slr0938/sll0567/slr0066/sll1789/sll1343/slr1946/slr0551/sll1894/sll0179/slr0958/slr1265/slr1604/sll0083/slr0118/sll0336/slr1390/sll0362/slr0228/sll0018/sll1362/sll1931/sll1994/slr0050"
"GO:0003924","GO:0003924","GTPase activity",22,-0.653339111260816,-1.61454287842531,0.00698907338585492,0.0256266024148014,0.0171661451582402,1260,"tags=64%, list=25%, signal=48%","sll0643/sll1633/sll1432/slr1090/slr1228/slr1105/slr0267/slr0744/slr0321/slr1531/slr2102/slr1463/sll1098/sll1099"
"GO:1990904","GO:1990904","ribonucleoprotein complex",15,-0.713073570936379,-1.61149211588881,0.00661268752623563,0.0256266024148014,0.0171661451582402,358,"tags=67%, list=7%, signal=62%","slr1356/smr0011/slr1678/ssr1398/sll1800/sll1824/sml0006/sll1805/ssl3445/sll1807"
"GO:0046872","GO:0046872","metal ion binding",219,-0.401403841429798,-1.39579521162222,0.00691703009589099,0.0256266024148014,0.0171661451582402,785,"tags=22%, list=15%, signal=19%","slr0898/sll1612/slr0067/sll0660/slr0665/slr0342/sll2009/slr0348/sll1831/sll1959/sll1220/sll2008/ssl0563/slr0292/sll1967/slr1790/sll0851/sll1470/slr0812/slr1542/slr0963/sll1443/slr2130/sll0037/sll0554/sll0825/sll0807/sll0250/slr1598/slr0054/sll0657/slr0915/sll1316/slr1159/slr2075/sll0550/sll0578/sll1185/sll1070/sll2005/slr1255/sll0370/slr0611/slr1979/slr0591/sll1184/sll0078/slr1549"
"GO:0005525","GO:0005525","GTP binding",37,-0.578026518124678,-1.60909233797967,0.00747637460921765,0.0266070978739804,0.0178229363749151,1260,"tags=54%, list=25%, signal=41%","sll0643/sll1633/sll1432/slr1392/slr1090/slr1228/sll0804/slr1105/slr0267/sll1894/slr0744/slr0321/slr1531/slr1974/sll1823/slr2102/slr1463/sll1098/slr1462/sll1099"
"GO:0000162","GO:0000162","tryptophan biosynthetic process",10,-0.748890461114226,-1.56599454030733,0.0124059922856055,0.0428892876159504,0.0287296663456127,488,"tags=60%, list=10%, signal=54%","sll1634/slr1867/sll0356/slr1979/slr0652/slr0546"
"GO:0003729","GO:0003729","mRNA binding",12,-0.73918157162169,-1.60423204715118,0.0137445120537802,0.0461968321807612,0.0309452464368736,731,"tags=50%, list=14%, signal=43%","slr0665/slr1356/sll1821/sll1746/sll1804/sll1097"
