sgRNA_target	locus	Gene name	Product	condition	wmean_fitness	sd_fitness	p_fitness_adj	comb_score
agp	slr1176	glgC	glucose-1-phosphate adenylyltransferase	BG11_Control	0.838265441199977	0.42998494562952333	0.38951378809869375	0.3432505559301611
agp	slr1176	glgC	glucose-1-phosphate adenylyltransferase	BG11_Lys	0.5245677918153188	0.37548674330682935	0.6753951077108922	0.08940843054388777
ahcY	sll1234	ahcY	adenosylhomocysteinase	BG11_Control	-0.38086821591088427	0.40136978188687455	0.7093112379744159	0.05681150638173177
ahcY	sll1234	ahcY	adenosylhomocysteinase	BG11_Lys	-0.9258737010513113	0.43069772330618744	0.44425591789438834	0.32624713313840914
alaS	sll0362	alaS	alanyl-tRNA synthetase	BG11_Control	-0.9868723280890606	0.5382091898459294	0.38951378809869375	0.40410168259322443
alaS	sll0362	alaS	alanyl-tRNA synthetase	BG11_Lys	-1.58983378409467	0.8531919721258907	0.35081699346405226	0.7232461957215889
alr	slr0827	alr	alanine racemase	BG11_Control	0.6501792350958331	1.4826456582076575	1	-0
alr	slr0827	alr	alanine racemase	BG11_Lys	0.2865140740703446	0.12059852031020585	0.35081699346405226	0.13034080428104106
ama	sll0100	ama	N-acyl-L-amino acid amidohydrolase	BG11_Control	0.026393043199966482	0.2822708109681046	1	-0
ama	sll0100	ama	N-acyl-L-amino acid amidohydrolase	BG11_Lys	0.17698862861786344	0.2426845803271752	0.8060692525529907	0.01657102842898987
ama2	slr1653	ama	N-acyl-L-amino acid amidohydrolase	BG11_Control	-0.03433105275511491	0.21001648097122497	1	-0
ama2	slr1653	ama	N-acyl-L-amino acid amidohydrolase	BG11_Lys	0.32191531219380864	0.07211981304648922	0.35081699346405226	0.1464455134983065
amiA	slr1910	amiA	probable N-acetylmuramoyl-L-alanine amidase	BG11_Control	0.018124605640199996	0.14839675214410472	1	-0
amiA	slr1910	amiA	probable N-acetylmuramoyl-L-alanine amidase	BG11_Lys	-0.23306349770862295	0.27954797290420386	0.9731326006917327	0.0027566699234665578
amiA2	slr0891	amiA	N-acetylmuramoyl-L-alanine amidase	BG11_Control	0.18370655146642384	0.26114520197510016	0.82613236587511	0.015238525109989737
amiA2	slr0891	amiA	N-acetylmuramoyl-L-alanine amidase	BG11_Lys	1.0598207872004828	1.0088477944465282	0.8790533901080905	0.05933379848240404
amiA3	slr1744	amiA	N-acetylmuramoyl-L-alanine amidase;  periplasmic protein	BG11_Control	0.6033382358063202	0.38924966356443247	0.4670640445527323	0.1994778379474386
amiA3	slr1744	amiA	N-acetylmuramoyl-L-alanine amidase;  periplasmic protein	BG11_Lys	-0.9848925418119266	0.7414841973764132	0.44425591789438834	0.34704341191535215
amiC	slr0447	urtA	periplasmic protein;  ABC-type urea transport sy stem substrate-binding protein	BG11_Control	-0.8701790073064034	0.1499494036638063	0.38951378809869375	0.3563184324873333
amiC	slr0447	urtA	periplasmic protein;  ABC-type urea transport sy stem substrate-binding protein	BG11_Lys	2.2856783883234657	1.054119819219178	0.35081699346405226	1.0397993900597355
ams1	slr0323	ams1	putative alpha-mannosidase	BG11_Control	0.14409573583866545	0.47583928174846857	0.8909600956111812	0.0072252118930210855
ams1	slr0323	ams1	putative alpha-mannosidase	BG11_Lys	-0.11833161991411355	0.3232079181485599	0.8790533901080905	0.006624765785757597
amt1	sll0108	amt1	ammonium/methylammonium permease	BG11_Control	0.13562027571260915	0.06324973878042751	0.38951378809869375	0.055533405942532955
amt1	sll0108	amt1	ammonium/methylammonium permease	BG11_Lys	-0.3847292603925014	0.11181826615867234	0.35081699346405226	0.1750207957243208
amt2	sll1017	amt2	ammonium/methylammonium permease	BG11_Control	0.05496128498845358	0.14092476410001029	0.9766193595342068	5.647091178722215e-4
amt2	sll1017	amt2	ammonium/methylammonium permease	BG11_Lys	0.18083290039221633	0.13822965179415864	0.5450345247766044	0.047663210169492244
amt3	sll0537	amt3	ammonium/methylammonium permease	BG11_Control	-0.013387609450344276	0.27431933904242034	1	-0
amt3	sll0537	amt3	ammonium/methylammonium permease	BG11_Lys	-0.05455864909178243	0.07043787956023022	0.5450345247766044	0.014380349773658416
ank	slr1109	ank	similar to ankyrin	BG11_Control	1.1822087091820215	0.6962381615238122	0.38951378809869375	0.4840874700396967
ank	slr1109	ank	similar to ankyrin	BG11_Lys	0.4120470262184619	0.27325327231025026	0.5450345247766044	0.10860570154970638
apcA	slr2067	apcA	allophycocyanin alpha subunit	BG11_Control	-1.7113178093116952	0.7025094310577145	0.38951378809869375	0.7007455640525347
apcA	slr2067	apcA	allophycocyanin alpha subunit	BG11_Lys	-1.820335001167832	1.2123531658997333	0.35081699346405226	0.8281056659537509
apcB	slr1986	apcB	allophycocyanin beta subunit	BG11_Control	-1.1456300103686383	0.25826484826903634	0.38951378809869375	0.46910932816983475
apcB	slr1986	apcB	allophycocyanin beta subunit	BG11_Lys	-1.5056776443235267	0.6172347708781639	0.35081699346405226	0.6849619369864824
apcC	ssr3383	apcC	phycobilisome small core linker polypeptide	BG11_Control	-0.4147248452783748	0.1877062478139544	0.38951378809869375	0.16982035367707832
apcC	ssr3383	apcC	phycobilisome small core linker polypeptide	BG11_Lys	-0.25447260543984584	0.19070871161553843	0.5450345247766044	0.06707286809618478
apcD	sll0928	apcD	allophycocyanin-B	BG11_Control	-0.4412906470338667	0.08710887701113845	0.38951378809869375	0.18069844285161185
apcD	sll0928	apcD	allophycocyanin-B	BG11_Lys	0.2642755604268834	0.2827714508395554	0.5450345247766044	0.06965669163059597
apcE	slr0335	apcE	phycobilisome core-membrane linker polypeptide	BG11_Control	-1.1143186982701792	0.5984530274035904	0.38951378809869375	0.4562880608761316
apcE	slr0335	apcE	phycobilisome core-membrane linker polypeptide	BG11_Lys	-1.9369170911644387	1.2811040613004432	0.44425591789438834	0.6825052352190794
apcF	slr1459	apcF	phycobilisome core component	BG11_Control	-0.26857408904830404	0.4696512560162228	0.5808144567883422	0.06337343560335981
apcF	slr1459	apcF	phycobilisome core component	BG11_Lys	-1.13775673067119	0.4264487915647226	0.35081699346405226	0.5175875839015197
ape2	sll1343	ape2	aminopeptidase	BG11_Control	-0.9559368149952978	0.7959224754242186	0.9766193595342068	0.009821936216574699
ape2	sll1343	ape2	aminopeptidase	BG11_Lys	-0.6936029480396537	0.658040394517797	0.9731326006917327	0.008203920410046731
apqZ	slr2057	apqZ	water channel protein	BG11_Control	-0.29534568026928454	0.47303620389223755	0.5808144567883422	0.06969052940140351
apqZ	slr2057	apqZ	water channel protein	BG11_Lys	0.3371326604054919	0.7769881886796292	0.8790533901080905	0.01887428664913726
apt	sll1430	apt	adenine phosphoribosyltransferase	BG11_Control	0.03438272880313643	0.09006376688757403	0.82613236587511	0.0028520598314770666
apt	sll1430	apt	adenine phosphoribosyltransferase	BG11_Lys	-0.13166887968153745	0.21009702537554026	0.9731326006917327	0.001557376612138616
arcC	sll0573	arcC	carbamate kinase	BG11_Control	-0.27746275018973576	0.18609259145531268	0.5808144567883422	0.06547082703990043
arcC	sll0573	arcC	carbamate kinase	BG11_Lys	0.17394709186992074	0.4184669574279424	0.9731326006917327	0.0020574423757759625
argB	slr1898	argB	N-acetylglutamate kinase	BG11_Control	0.22892125659768742	0.24446352804412352	0.4670640445527323	0.07568676178013106
argB	slr1898	argB	N-acetylglutamate kinase	BG11_Lys	-1.695723424921695	0.6915362651463395	0.35081699346405226	0.7714174452324817
argC	sll0080	argC	N-acetyl-gamma-glutamyl-phosphate reductase	BG11_Control	-0.02581679914310379	0.1494254372547123	0.8909600956111812	0.0012944994043219819
argC	sll0080	argC	N-acetyl-gamma-glutamyl-phosphate reductase	BG11_Lys	-0.4179328008416074	0.35099895674944664	0.9731326006917327	0.004943299973771792
argD	slr1022	argD	N-acetylornithine aminotransferase	BG11_Control	-0.7632148959635328	0.9249463909023565	1	-0
argD	slr1022	argD	N-acetylornithine aminotransferase	BG11_Lys	-1.2280658115125906	0.6137366520030488	0.35081699346405226	0.5586709347593897
argF	sll0902	argF	ornithine carbamoyltransferase	BG11_Control	0.02203043111899816	0.1380016178118163	0.7093112379744159	0.0032861287075792956
argF	sll0902	argF	ornithine carbamoyltransferase	BG11_Lys	-0.8822002330523322	0.5566018691009174	0.35081699346405226	0.4013299810351775
argG	slr0585	argG	argininosuccinate synthetase	BG11_Control	-0.07022963006412095	0.11287058798011264	0.9766193595342068	7.215863393720492e-4
argG	slr0585	argG	argininosuccinate synthetase	BG11_Lys	-0.44615324111212695	0.27757301730988554	0.6753951077108922	0.07604329067147107
argH	slr1133	argH	L-argininosuccinate lyase	BG11_Control	0.20636677123743682	0.12111705965574276	0.4670640445527323	0.06822971744136613
argH	slr1133	argH	L-argininosuccinate lyase	BG11_Lys	-0.1580093398298141	0.24647049221814304	1	-0
argJ	sll1883	argJ	arginine biosynthesis bifunctional protein ArgJ	BG11_Control	-0.5018308148340701	0.5294791645722288	0.8909600956111812	0.025162673624729563
argJ	sll1883	argJ	arginine biosynthesis bifunctional protein ArgJ	BG11_Lys	-1.001658681722113	0.5040194920768357	0.44425591789438834	0.3529512426197827
argS	sll0502	argS	arginyl-tRNA-synthetase	BG11_Control	-0.2851782340607939	0.6064821442827406	0.9766193595342068	0.002930112515139723
argS	sll0502	argS	arginyl-tRNA-synthetase	BG11_Lys	0.12327127886196795	0.8436406987991251	0.9731326006917327	0.001458049974393194
aroA	slr0444	aroA	3-phosphoshikimate 1-carboxyvinyltransferase	BG11_Control	-0.5959477170998434	0.4560809054603084	0.7093112379744159	0.08889344429076233
aroA	slr0444	aroA	3-phosphoshikimate 1-carboxyvinyltransferase	BG11_Lys	-0.8720054162995214	0.551619275130048	0.35081699346405226	0.3966921613421283
aroB	slr2130	aroB	3-dehydroquinate synthase	BG11_Control	-0.48812648007570764	0.25190810697201804	0.4670640445527323	0.16138611662870453
aroB	slr2130	aroB	3-dehydroquinate synthase	BG11_Lys	-1.1122684461513725	0.5875211322154638	0.35081699346405226	0.5059924693688864
aroC	sll1747	aroC	chorismate synthase	BG11_Control	-0.25516145346106966	0.22319891093013208	0.82613236587511	0.021165735160940363
aroC	sll1747	aroC	chorismate synthase	BG11_Lys	-0.8747804773421333	0.4503402528359945	0.35081699346405226	0.3979545903847387
aroE	slr1559	aroE	shikimate 5-dehydrogenase	BG11_Control	0.47601625208168213	0.8652834635596609	0.82613236587511	0.039485720853214626
aroE	slr1559	aroE	shikimate 5-dehydrogenase	BG11_Lys	-0.22589050353016701	0.3972965753885512	0.5450345247766044	0.05953931238009504
aroH	sll0109	aroH	chorismate mutase	BG11_Control	-0.1425972782831632	0.8086054215991065	1	-0
aroH	sll0109	aroH	chorismate mutase	BG11_Lys	0.07216296459555642	0.884577074998957	0.8790533901080905	0.0040400253051421295
aroK	sll1669	aroK	shikimate kinase	BG11_Control	-0.7021454876087557	0.38788480196943714	0.4670640445527323	0.2321458437083152
aroK	sll1669	aroK	shikimate kinase	BG11_Lys	-1.2959966558177451	0.7975010699727428	0.6753951077108922	0.22089237805813736
aroQ	sll1112	aroQ	3-dehydroquinate dehydratase	BG11_Control	-0.44404115957329254	0.3878665308812749	0.82613236587511	0.036833375326101536
aroQ	sll1112	aroQ	3-dehydroquinate dehydratase	BG11_Lys	-0.742912708657546	0.35228731883480213	0.35081699346405226	0.33796538711483065
arsA	sll1957	arsA	transcriptional regulator	BG11_Control	0.06990800820262097	0.05181804906978906	0.5808144567883422	0.016495674142233213
arsA	sll1957	arsA	transcriptional regulator	BG11_Lys	0.47840262509190834	0.35004015931828814	0.8060692525529907	0.044791710986234856
arsC	slr0946	arsC	arsenate reductase	BG11_Control	0.16247127511182627	0.09171434072441374	0.38951378809869375	0.06652827703953071
arsC	slr0946	arsC	arsenate reductase	BG11_Lys	0.058304820464592705	0.2948749913999566	0.9731326006917327	6.896281337406254e-4
asd	slr0549	asd	aspartate beta-semialdehyde dehydrogenese	BG11_Control	0.2505026672263152	0.23162398140296225	0.4670640445527323	0.0828220846828826
asd	slr0549	asd	aspartate beta-semialdehyde dehydrogenese	BG11_Lys	0.7189079240789669	0.11175103059960506	0.35081699346405226	0.32704514545229735
aslB	sll1766	aslB	hypothetical protein	BG11_Control	-0.00852785244585878	0.13590795232577885	0.9766193595342068	8.76208777334279e-5
aslB	sll1766	aslB	hypothetical protein	BG11_Lys	-0.14763993342224735	0.0893551248740228	0.44425591789438834	0.05202340768623301
asnS	sll0495	asnS	asparaginyl-tRNA synthetase	BG11_Control	0.0850320671806565	0.14702728475458984	0.5808144567883422	0.02006438615426043
asnS	sll0495	asnS	asparaginyl-tRNA synthetase	BG11_Lys	-0.41542637469218074	0.39580065997930447	0.5450345247766044	0.10949641665845851
aspA	slr1705	aspA	aspartoacylase	BG11_Control	0.2502901541953103	0.182389879596111	0.38951378809869375	0.10248810263298298
aspA	slr1705	aspA	aspartoacylase	BG11_Lys	3.7216925218153096	0.80544914792951	0.35081699346405226	1.6930700460496229
aspC	sll0006	aspC	putative aminotransferase	BG11_Control	0.5534977078209521	0.15006742023908348	0.38951378809869375	0.22664467193547103
aspC	sll0006	aspC	putative aminotransferase	BG11_Lys	-0.27999816877063044	0.1402415141226408	0.35081699346405226	0.12737659269688228
aspC2	sll0402	aspC	aspartate aminotransferase	BG11_Control	-0.6194200129735903	0.25335699983140014	0.38951378809869375	0.2536383505242591
aspC2	sll0402	aspC	aspartate aminotransferase	BG11_Lys	-0.630358695075368	0.26981018780012206	0.35081699346405226	0.2867623852973407
aspC3	slr0036	aspC	aspartate aminotransferase	BG11_Control	-0.1324429230306458	0.08716672362472322	0.38951378809869375	0.05423235257582268
aspC3	slr0036	aspC	aspartate aminotransferase	BG11_Lys	0.10978932751847134	0.1504137836296051	0.8060692525529907	0.010279316144295184
aspS	slr1720	aspS	aspartyl-tRNA synthetase	BG11_Control	0.12313444213501329	0.2447145350396476	0.7093112379744159	0.018367122413809108
aspS	slr1720	aspS	aspartyl-tRNA synthetase	BG11_Lys	-1.2534577067847408	0.6122355555392189	0.35081699346405226	0.5702221999554562
AT103	sll1874	acsF2; cycII; ycf59	hypothetical protein	BG11_Control	0.2738958883991975	0.2345105695600384	0.5808144567883422	0.06462918112092979
AT103	sll1874	acsF2; cycII; ycf59	hypothetical protein	BG11_Lys	0.10599359124469322	0.1697124653647821	0.8060692525529907	0.009923930297233048
atp1	sll1321	atp1	hypothetical protein	BG11_Control	-0.5890029284206585	0.27463392270745746	0.38951378809869375	0.2411832489902835
atp1	sll1321	atp1	hypothetical protein	BG11_Lys	-1.0181928047407136	0.25564197204125394	0.35081699346405226	0.463195637120745
atpA	sll1326	atpA	ATP synthase alpha chain	BG11_Control	-0.7705711472229889	0.36586167465269476	0.38951378809869375	0.3155312883821176
atpA	sll1326	atpA	ATP synthase alpha chain	BG11_Lys	-1.4782156671096665	0.6791701353253846	0.35081699346405226	0.6724689514016858
atpB	slr1329	atpB	ATP synthase beta subunit	BG11_Control	-0.8603276736084757	0.4658915969059559	0.4670640445527323	0.2844446018383286
atpB	slr1329	atpB	ATP synthase beta subunit	BG11_Lys	-1.9746405506179638	0.7535841101849419	0.35081699346405226	0.8983022504866984
atpC	sll1327	atpC	ATP synthase gamma chain	BG11_Control	-0.656539699774174	0.4792284338898638	0.4670640445527323	0.2170674955857667
atpC	sll1327	atpC	ATP synthase gamma chain	BG11_Lys	-1.6974535486830824	0.8117802914803544	0.35081699346405226	0.7722045120573722
atpD	sll1325	atpD	ATP synthase delta chain of CF(1)	BG11_Control	-0.9938309851825957	0.451414922660044	0.38951378809869375	0.4069510937683578
atpD	sll1325	atpD	ATP synthase delta chain of CF(1)	BG11_Lys	-1.6730250751801958	0.6938879747085094	0.35081699346405226	0.7610915260930505
atpE	slr1330	atpE	ATP synthase epsilon chain of CF(1)	BG11_Control	-2.0595654798848084	0.6475379255789443	0.38951378809869375	0.8433450327297698
atpE	slr1330	atpE	ATP synthase epsilon chain of CF(1)	BG11_Lys	-1.8922713731939114	0.8384123760492027	0.35081699346405226	0.8608309155505205
atpF	sll1324	atpF	ATP synthase B chain (subunit I) of CF(0)	BG11_Control	-0.9667068314655521	0.34248486132079375	0.38951378809869375	0.39584437221583557
atpF	sll1324	atpF	ATP synthase B chain (subunit I) of CF(0)	BG11_Lys	-1.0055425136105012	0.2758741603682733	0.35081699346405226	0.45744077455194715
atpG	sll1323	atpG	ATP synthase subunit b' of CF(0)	BG11_Control	-0.8123545754423414	0.4947489575805866	0.4670640445527323	0.26858356513636716
atpG	sll1323	atpG	ATP synthase subunit b' of CF(0)	BG11_Lys	-1.1032616838062919	0.4860577359409719	0.35081699346405226	0.5018951186476867
atpH	ssl2615	atpH	ATP synthase C chain of CF(0)	BG11_Control	-0.7682018272136212	0.29710313252640863	0.38951378809869375	0.3145611059429754
atpH	ssl2615	atpH	ATP synthase C chain of CF(0)	BG11_Lys	-1.2770952242859122	0.5885639731318646	0.35081699346405226	0.5809753647076821
atpI	sll1322	atpI	ATP synthase A chain of CF(0)	BG11_Control	-0.8028992616873152	0.5428296880619685	0.4670640445527323	0.26545741560194125
atpI	sll1322	atpI	ATP synthase A chain of CF(0)	BG11_Lys	-1.2391788623233133	0.5670352772879739	0.35081699346405226	0.5637264769186556
bchB	ssr2049	bchB	unknown protein	BG11_Control	-0.019889340310116015	0.13389923071747997	1	-0
bchB	ssr2049	bchB	unknown protein	BG11_Lys	-0.11895016731668047	0.12146424681494247	0.6753951077108922	0.020274115068928025
bchE	slr0905	bchE	Mg-protoporphyrin IX monomethyl ester oxidative cyclase	BG11_Control	-0.17071656362235196	0.13003640111336678	0.7093112379744159	0.025464621983494324
bchE	slr0905	bchE	Mg-protoporphyrin IX monomethyl ester oxidative cyclase	BG11_Lys	0.3584802206463303	0.2656069201255381	0.8060692525529907	0.03356365871610204
bcp	slr0242	bcp	bacterioferritin comigratory protein homolog	BG11_Control	0.14897297964675457	0.13878881497467846	0.38951378809869375	0.061001033287405054
bcp	slr0242	bcp	bacterioferritin comigratory protein homolog	BG11_Lys	0.21473153755179225	0.12902029626850825	0.44425591789438834	0.07566426008334418
bcp2	sll0221	bcp	bacterioferritin comigratory protein	BG11_Control	-0.5151716749733727	0.4526656580598078	0.82613236587511	0.04273367739131526
bcp2	sll0221	bcp	bacterioferritin comigratory protein	BG11_Lys	-0.10970889585590782	0.2325234919484037	0.9731326006917327	0.0012976344065719243
bfr	slr1890	bfr	bacterioferritin	BG11_Control	0.031909260163457256	0.205535833544364	1	-0
bfr	slr1890	bfr	bacterioferritin	BG11_Lys	0.02556868438029407	0.2663369022398714	0.9731326006917327	3.0242583633532255e-4
bfr2	sll1341	bfr	bacterioferritin	BG11_Control	0.17371341112086527	0.19005030854516233	0.82613236587511	0.014409590491883435
bfr2	sll1341	bfr	bacterioferritin	BG11_Lys	0.02280802163772004	0.18224115810501193	0.8060692525529907	0.002135461345280621
bgl	sll1538	bgl	similar to beta-hexosaminidase a precursor	BG11_Control	0.3416060047876373	0.2559852697847479	0.7093112379744159	0.05095503092747347
bgl	sll1538	bgl	similar to beta-hexosaminidase a precursor	BG11_Lys	-0.3871002054009446	0.22355745428154863	0.44425591789438834	0.13640125225065505
bhy	sll1468	crtR	beta-carotene hydroxylase	BG11_Control	0.3635744149558274	0.22577527949446252	0.38951378809869375	0.14887542050752295
bhy	sll1468	crtR	beta-carotene hydroxylase	BG11_Lys	-0.7813227814789645	0.20756329470057083	0.35081699346405226	0.35543887354051973
bioB	slr1364	bioB	biotin synthetase	BG11_Control	0.02093326992260537	0.44631349089109623	0.82613236587511	0.001736422336620462
bioB	slr1364	bioB	biotin synthetase	BG11_Lys	-1.4184006191299685	0.9939923557453706	0.44425591789438834	0.49979725648050516
bioF	slr0917	bioF	7-keto-8-aminopelargonic acid synthetase	BG11_Control	-1.3136153007555933	1.0255018855179665	0.82613236587511	0.10896486589967615
bioF	slr0917	bioF	7-keto-8-aminopelargonic acid synthetase	BG11_Lys	-1.3318951172366316	0.6881176698607991	0.44425591789438834	0.4693155914744091
bioY	slr1365	bioY	hypothetical protein	BG11_Control	0.9772809208034945	0.39093869323881963	0.38951378809869375	0.400174220334718
bioY	slr1365	bioY	hypothetical protein	BG11_Lys	-0.4223493749535433	0.3356306357065102	0.5450345247766044	0.11132115328406746
birA	sll1655	birA	similar to biotin [acetyl-CoA-carboxylase] liga se	BG11_Control	0.026611988436289938	0.206154274941778	0.9766193595342068	2.7342942432732745e-4
birA	sll1655	birA	similar to biotin [acetyl-CoA-carboxylase] liga se	BG11_Lys	-0.040963037628927834	0.1592490707072408	1	-0
blaOXA-3	slr0319	blaOXA-3	beta-lactamase	BG11_Control	-0.030043506204858718	0.12709219296363464	0.9766193595342068	3.0868714023514206e-4
blaOXA-3	slr0319	blaOXA-3	beta-lactamase	BG11_Lys	0.11754008886256714	0.17347919627508443	0.9731326006917327	0.0013902615851672994
braG_or_livF	sll0374	urtE	urea transport system ATP-binding protein	BG11_Control	0.34278549116678386	0.3636683051160506	0.82613236587511	0.028434180886792768
braG_or_livF	sll0374	urtE	urea transport system ATP-binding protein	BG11_Lys	0.3106922324452835	0.344594899889733	0.9731326006917327	0.0036748608900882616
brkB	slr0119	brkB	hypothetical protein	BG11_Control	0.4178378614847033	0.75282100908463645	0.8909600956111812	0.02095112022977498
brkB	slr0119	brkB	hypothetical protein	BG11_Lys	0.030019150918479082	0.5577950482959486	0.8790533901080905	0.00168061456495378
btpA	sll0634	btpA	photosystem I biogenesis protein BtpA	BG11_Control	-0.6925582552826117	0.3960046358146133	0.38951378809869375	0.28358679059878844
btpA	sll0634	btpA	photosystem I biogenesis protein BtpA	BG11_Lys	-1.0446708847437174	0.5695930643724961	0.44425591789438834	0.36810731402545277
bvdR	slr1784	bvdR	biliverdin reductase	BG11_Control	-0.032358138144753155	0.12785343304717597	0.9766193595342068	3.324692217721959e-4
bvdR	slr1784	bvdR	biliverdin reductase	BG11_Lys	0.01849728975704719	0.4582005483173481	0.8790533901080905	0.0010355660845399715
cad	sll1683	cad	lysine decarboxylase	BG11_Control	0.0956009372311268	0.11620762991320512	0.4670640445527323	0.03160792260932685
cad	sll1683	cad	lysine decarboxylase	BG11_Lys	0.19599528636636643	0.11962462253770169	0.44425591789438834	0.06906222761599415
capA	slr1764	capA	similar to tellurium resistance protein TerE	BG11_Control	-0.05430697532431169	0.03958755055248765	0.8839756258234521	0.002908665837352918
capA	slr1764	capA	similar to tellurium resistance protein TerE	BG11_Lys	0.2782365953899297	0.1941266638641657	0.862734067347103	0.01784137977240141
carA	sll1498	carA	carbamoyl-phosphate synthase small chain	BG11_Control	-0.7249732644683733	0.2918447809847571	0.38951378809869375	0.2968599966462266
carA	sll1498	carA	carbamoyl-phosphate synthase small chain	BG11_Lys	-1.631868210740407	0.5605354617994215	0.35081699346405226	0.7423684709336353
carB	sll0370	pyrA	carbamoyl-phosphate synthase;  pyrimidine-specif ic;  large chain	BG11_Control	-0.8419028744920337	0.4510883636610236	0.38951378809869375	0.34474000180051695
carB	sll0370	pyrA	carbamoyl-phosphate synthase;  pyrimidine-specif ic;  large chain	BG11_Lys	-1.9002030617652212	0.8691585903370956	0.35081699346405226	0.8644391943795648
cbaB	sll1869	cbaB	probable dioxygenase;  Rieske iron-sulfur compon ent	BG11_Control	-0.14228435986166427	0.13733202226324928	0.8909600956111812	0.0071343863375277925
cbaB	sll1869	cbaB	probable dioxygenase;  Rieske iron-sulfur compon ent	BG11_Lys	0.3608996513039367	0.3794110661402878	0.8790533901080905	0.02020487561807649
cbbA	sll0018	fbaA;  fda	fructose-bisphosphate aldolase;  class II	BG11_Control	-2.7663876415532664	1.6536513682763423	0.38951378809869375	1.1327725672696047
cbbA	sll0018	fbaA;  fda	fructose-bisphosphate aldolase;  class II	BG11_Lys	-1.7368991673246839	0.7497300262119128	0.35081699346405226	0.7901490883431683
cbbZp	sll1349	cbbZp	phosphoglycolate phosphatase	BG11_Control	0.23822568682671508	0.08640625668268127	0.38951378809869375	0.09754797874413035
cbbZp	sll1349	cbbZp	phosphoglycolate phosphatase	BG11_Lys	0.6618572196799847	0.2466088815260909	0.35081699346405226	0.3010916745092344
cbiA	sll1501	cobB	cobyrinic acid a; c-diamide synthase	BG11_Control	-0.05310517098250881	0.20692049432409862	0.9766193595342068	5.456381572280599e-4
